Job,Education,InfoDeg,DateRange,Gender,WorkLevel
"['Business Analyst', 'IT Analyst - Financial Services']","['Laurea Magistrale', 'Matematica', '104/110', 'Laurea Triennale', 'Matematica', 'diploma', '93/100']",Magistrale,"['2011', '2014', '2008', '2011', '2003', '2008']",F,Impiegato
['Personale docente'],"['matematica', 'Matematica', 'Laurea Magistrale  LM', 'Matematica']",Magistrale,"['1995', '2002']",F,Impiegato
"['Insegnante di matematica', 'Insegnante di fisica e matematica', 'Data Analyst', 'Docente Matematica', 'Docente a contratto/ Matematica e Fisica']","['Laurea Magistrale in Mathematics and Applications', 'Advanced Theoretical Mathematics', 'Laurea Specialistica in Scienze Statistiche', 'Statistica', '110/110 Lode', '1°\xa0livello - Laurea L', 'Matematica']",Magistrale,['2020'],F,Impiegato
['docente di Matematica'],"['Laurea', 'Matematica']",Triennale,"['1993', '1998']",F,Impiegato
['Analista numerico ed insegnante'],"['Dottorato in Matematica Computazionale', 'facoltà scienze matematiche fisiche e naturali', 'Laurea in Matematica,', 'facoltà scienze matematiche fisiche e naturali']",Dottorato,"['2001', '2005', '1994', '1999']",F,Impiegato
"['Impiegato', 'Studente tirocinante']","['Laurea triennale in Scienze Politiche Sociali e Internazionali', 'Scienze politiche e governo']",Triennale,"['2013', '2016']",F,Impiegato
"['Consulente, Trainer, Sviluppo', 'Consulente, Trainer, Sviluppo', 'Consulente']","['Dottorato', 'Matematica', 'Laurea', 'Matematica', '110/110 e Lode']",Dottorato,"['2009', '2014', '2003', '2009']",M,Quadro
['Junior Engineering consultant'],"['corso di formazione Cobol - DBs', 'ATTIVITÀ PROFESSIONALIZZANTE', 'Laurea Magistrale  LM', 'Fisica del sistema terra']",Magistrale,"['2021', '2021', '2020', '2020', '2016', '2020']",M,Impiegato
"['Java Software Engineer', 'Docente privato']","['Laurea Magistrale  LM', 'Fisica']",Magistrale,"['2015', '2018']",M,Impiegato
['Docente'],"['Laurea Magistrale  LM', 'Fisica del Sistema Terra', 'Laurea triennale', 'Fisica']",Magistrale,"['2018', '2020', '2013', '2017']",F,Impiegato
['MIUR'],"['Laurea triennale in Fisica', '110/110 e Lode', ""Abilitazione all'insegnamento"", 'Classe di concorso A027 (ex A049)', 'Doctor of Philosophy - PhD', 'Matematica']",Triennale,"['2015', '2018', '2013', '2013', '2010', '2013']",F,Impiegato
"['Docente matematica e fisica', 'Tutor coordinatore TFA', 'Supervisore di Tirocinio presso SSIS - Classe di concorso A049', 'Università di Ferrara']","['Laurea in Fisica, Dottorato di ricerca', 'Fisica']",Dottorato,[],M,Impiegato
['Insegnante di matematica e fisica'],"['Laurea Magistrale  LM', 'fisica del sistema terra', '110/110']",Magistrale,"['2012', '2016']",F,Impiegato
"['Alma Mater Studiorum - Università di Bologna', 'Ricercatore', 'Ricercatore', 'Tutor dei corsi di Fisica Generale', 'Ricercatore associato']","['Dottorato di ricerca', 'Fisica', 'Laurea', 'Fisica', 'Liceo Scientifico']",Dottorato,"['2001', '2004', '1996', '2000', '1990', '1995']",F,Impiegato
"['Docente matematica e fisica', 'Tutor coordinatore TFA', 'Supervisore di Tirocinio presso SSIS - Classe di concorso A049', 'Università di Ferrara']","['Laurea in Fisica, Dottorato di ricerca', 'Fisica']",Dottorato,[],M,Impiegato
['Insegnante di matematica e fisica'],"['Laurea Magistrale  LM', 'fisica del sistema terra', '110/110']",Magistrale,"['2012', '2016']",F,Impiegato
['Responsabile fatturazione'],"['Scienze Internazionali e Diplomatiche', '1°\xa0livello - Laurea L', 'Scienze politiche relazioni internazionali', '105/110']",Triennale,"['2019', '2012', '2019']",M,Quadro
"['Insegnante di scuola superiore', 'Customer Service']","['Laurea magistrale', 'Fisica', '110', '1° livello -  Laurea L', 'Fisica', '110']",Magistrale,"['2014', '2016', '2011', '2014']",M,Impiegato
['Docente'],"['Laurea Magistrale  LM', 'Fisica del Sistema Terra', 'Laurea triennale', 'Fisica']",Magistrale,"['2018', '2020', '2013', '2017']",F,Impiegato
"['Docente di Fisica', 'Product Engineer']","['Laurea in Fisica', 'Physical Sciences', '110/110 e lode']",Triennale,"['1985', '1991']",M,Impiegato
"['Insegnante di Fisica e Matematica', 'Creatore', ""Materiale didattico per l'insegnamento della Fisica"", 'Insegnante di Fisica e Matematica', ""Materiale didattico per l'insegnamento della Fisica""]","['Laurea in Fisica', 'Scienze Matematiche Fisiche e Naturali', 'Physics']",Triennale,"['1994', '2000', '1998', '1998']",M,Impiegato
"['Docente di Fisica', 'Docente di Matematica e Fisica', 'Docente di Matematica e Fisica', 'Docente di Fisica', 'Docente di Fisica']","['Specialista di produzione e progettazione CAD-CAM', 'Sottotenente di Complemento', '112° Corso AUC', 'Laurea  in Fisica, 110/110 e Lode']",Triennale,"['1985', '1986', '1983', '1984', '1978', '1983']",M,Impiegato
"['Docente di Matematica e Fisica', 'Docente di Matematica e Fisica', 'Alma Mater Studiorum Università di Bologna']","['Dottorato di Ricerca', 'Laurea', 'Fisica']",Dottorato,"['1995', '1998', '1989', '1994']",F,Impiegato
"['Docente di Matematica e Fisica', 'Istituto Italiano di Tecnologia', 'Alma Mater Studiorum - Università di Bologna']","['Dottorato di ricerca', 'Cognitive and Brain Science - Cognitive Neuroscience', 'cum laude', 'Laurea magistrale', 'Fisica Applicata', '110/110 e lode', 'Laurea', 'Fisica']",Dottorato,"['2015', '2019', '2012', '2015', '2007', '2012']",F,Impiegato
['ICONSULTING'],"['Laurea Magistrale in Fisica Applicata', 'Fisica applicata', '110/110', 'Laurea triennale in Fisica', '102/110', 'Diploma di maturità classica', '95/100']",Magistrale,"['2016', '2019', '2013', '2016', '2008', '2013']",M,Quadro
['docente fisica e matematica'],"['Laurea Magistrale  LM', 'Fisica', '110']",Magistrale,[],F,Impiegato
['insegnante precario'],"['laurea', 'Fisica']",Triennale,[],M,Impiegato
"['Private Tutor', 'Delegate', 'Tourist Animator']","[""Master's degree"", 'International Cooperation on Human Rights', 'Professional Certificate in Green Transition and Sustainability', 'Laurea triennale', 'Scienze Politiche, Sociali e Internazionali', '110 e lode / 110', 'Diploma', 'Liceo Linguistico', '100 / 100']",Magistrale,"['2021', '2023', '2021', '2021', '2016', '2020', '2011', '2016']",F,Impiegato
"['Marketing manager & digital  strategist per i Beni Culturali', 'Docente a contratto', 'Marketing Manager', 'Marketing Manager', 'Responsabile marketing operativo']","['Laurea', 'Fisica']",Triennale,[],F,Dirigente
['Tutor di Matematica e Fisica'],"['Laurea Magistrale  LM', 'Matematica']",Magistrale,"['2016', '2018']",F,Impiegato
"['Impiegato', 'Assegnista di ricerca']","['Laurea Magistrale  LM', 'Ingegneria fisica/Fisica applicata', '110/110', 'Laurea triennale in fisica', 'Ingegneria fisica/Fisica applicata', '95/110']",Magistrale,"['2013', '2016', '2009', '2013']",M,Impiegato
"['Consulente IT', 'Studente tirocinante']","['Laurea Magistrale LM in Fisica Applicata', 'Ingegneria fisica/Fisica applicata', '110/110', 'Laurea Triennale in Fisica', '98/110']",Magistrale,"['2016', '2018', '2013', '2016']",M,Quadro
"['Application Development Analyst', 'Ricercatore per il Centro Aerospaziale Tedesco (DLR)', 'Application Development Analyst', 'Programma di tirocinio']","['Laurea Magistrale  LM', 'Fisica, Curriculum Teorico Generale', '110/110', 'Laurea triennale', 'Fisica', '104/110', 'Scuola Media Superiore', 'Liceo Classico, Curriculum Internazionale Tedesco', '75/100']",Magistrale,"['2016', '2018', '2013', '2016', '2008', '2013']",F,Impiegato
"['Docente', 'Tirocinio per Tesi', 'Coordinatore', 'Operatore', 'Programmatore cnc']","['Laurea triennale', 'Fisica', 'Laurea Magistrale  LM', 'Material Physics and Nanoscience']",Triennale,"['2012', '2016', '2016', '2018']",M,Impiegato
"['Junior System Architect', 'Tutor Didattico e guida museale']","['1°\xa0livello - Laurea L', 'Fisica', '105', 'Laurea Magistrale  LM', 'Ingegneria fisica/Fisica applicata']",Magistrale,"['2013', '2017', '2017', '2019']",M,Impiegato
['Junior Software Developer'],"['Laurea Magistrale in Fisica', 'Fisica teorica', '108/110', 'Licenciatura', 'Física', '4.38/5.00']",Magistrale,"['2018', '2020', '2011', '2018']",F,Impiegato
"['Docente di Fisica', 'Contrattista']","['Laurea in Astronomia', '110/110']",Triennale,"['1998', '2003']",M,Impiegato
"['Product Engineer', 'Stagista']","['Laurea Magistrale  LM', 'Fisica', '110', 'Laurea triennale', 'Fisica']",Magistrale,"['2008', '2011']",M,Quadro
"['Insegnante di lettere', 'Redattore', 'Socio operativo', 'Assegnista di ricerca', 'Tutor didattico', 'Insegnante di storia', 'Insegnante di lettere', 'Academic Visitor']","['Tirocinio Formativo Attivo', '98/100', 'Dottorato di ricerca', 'Culture Letterarie, Filologiche e Storiche', 'Second Pavia International Summer School for Indo-European Linguistics', 'Leiden Summer School in Languages and Linguistics', 'Leiden Summer School in Languages and Linguistics', 'Laurea Specialistica', 'Filologia, Letteratura e Tradizione Classica', '110/110 e lode', 'Laurea triennale', 'Lettere (curriculum Classico Filologico)', '110/110 e lode']",Dottorato,"['2015', '2015', '2010', '2014', '2013', '2013', '2013', '2013', '2012', '2012', '2007', '2010', '2004', '2007']",M,Impiegato
"['Insegnante di Matematica, Fisica e Scienze', 'Tirocinio presso Ospedale Bellaria Carlo Alberto Pizzardi - AUSL Bologna', ""Tirocinio presso il laboratorio di fisica applicata dell'Alma Mater Studiorum di Bologna""]","['Laurea Magistrale  LM', 'Fisica medica/della salute', '109', 'Diploma', 'Scientifico', '80']",Magistrale,"['2015', '2017', '2006', '2011']",F,Impiegato
"['Supplente docente di Matematica e Fisica', 'Supplente di Matematica e Fisica', 'Supplente di Fisica', 'Supplente di Matematica e Fisica']","['Laurea Magistrale in Astrofisica e Cosmologia', 'Astrofisica', 'Laurea in Astronomia']",Magistrale,"['2013', '2017', '2008', '2013']",F,Impiegato
"['Docente di matematica e fisica', 'Docente di sostegno', 'Docente di matematica e fisica', 'Docente di matematica e fisica', 'Docente di matematica e fisica']","['Laurea Magistrale in Matematica', 'Corso di laurea magistrale in Matematica', '109/110', 'Laurea in Matematica', 'Corso di laurea triennale in Matematica', '110/110']",Magistrale,"['2009', '2012', '2015', '2015', '2005', '2008']",F,Impiegato
"['IIS secondo grado', 'Revisore scientifico', 'Istituto Omnicomprensivo ""G.A. Farina""', 'Docente di Matematica', 'Attività didattica']","['Percorso formativo 24 CFU', 'Dottorato di ricerca', 'Sismologia Teorica', 'Eccellente con lode', 'Laurea Magistrale LM', 'Fisica del Sistema Terra', '110/110 con lode']",Dottorato,"['2018', '2018', '2014', '2018', '2012', '2014']",M,Impiegato
['Data scientist and user support specialist'],"['PhD physics', 'Laurea magistrale in fisica', 'Fisica', 'Fisica']",Dottorato,"['2017', '2020', '2014', '2016', '2011', '2014']",M,Impiegato
['Professore di Informatica'],"['Laurea Magistrale  LM', 'Fisica', '110/110 con Lode', 'Laurea triennale', 'Fisica', '110/110 con Lode', 'Diploma Tecnico Industriale', 'Fisica Ambientale e Sanitaria Europea', '100/100']",Magistrale,"['2017', '2020', '2014', '2017', '2009', '2014']",M,Impiegato
"['Scuole Malpighi Visitandine', 'Collaboratore Progetto Lauree Scientifiche']","['Tirocinio Formativo Attivo', 'Classe A059 - Matematica e Scienze nella Scuola Secondaria di I grado', ""Scuola di Specializzazione per l'Insegnamento Secondario"", 'Classe A049 - Matematica e Fisica nei Licei', 'Laurea Specialistica in Fisica', 'Facoltà di Scienze MM. FF. NN', '109/110']",Magistrale,"['2012', '2013', '2007', '2009', '2005', '2007']",F,Impiegato
"['Insegnante di matematica e fisica', 'Animatrice scientifica', 'Insegnante di matematica e fisica']","['1°\xa0livello - Laurea L', 'Fisica', '97/100', '100/100', 'Laurea Magistrale  LM', 'Scienze fisiche']",Magistrale,"['2010', '2014', '2005', '2010', '2021']",F,Impiegato
['Zanichelli editore S.p.A'],"['Laurea Magistrale', 'Fisica teorica', '110 e lode', 'Stage', 'LPT - Laboratoire Physique Théorique', 'Licenza magistrale']",Magistrale,"['2016', '2019', '2018', '2019', '2013', '2019']",F,Impiegato
"['Collaboratrice di redazione', 'Redattore scientifico', 'Project Manager', 'Docente di Matematica e Fisica']","['Laurea magistrale', 'Matematica', 'Laurea triennale', 'Matematica', 'Diploma', 'Scientifico']",Magistrale,"['2020', '2022', '2015', '2019', '2010', '2015']",F,Impiegato
"['Ricercatrice', 'Impiegato in ufficio', 'Addetta selezione/formazione']","['Laurea', 'Lettere e filosofia']",Triennale,[],F,Impiegato
"['Insegnante', 'Stage di Fisica', 'Risorse umane', 'Gestore bar', 'Stage']","['Laurea Magistrale in Applied Physics', 'Fisica', 'Laurea triennale', 'Fisica', 'Diploma', '100 e lode']",Magistrale,"['2020', '2022', '2017', '2020', '2012', '2017']",F,Impiegato
['Modelli Analitici'],"['Laurea Magistrale  LM', 'Astrofisica e Cosmologia', '102', 'Laurea triennale', 'Fisica', '104']",Magistrale,"['2016', '2019', '2013', '2016']",M,Quadro
['Junior Software Developer'],"['Laurea Triennale', 'Astronomia e astrofisica', '109', 'High School Diploma', 'Liceo scientifico bilinguistico']",Triennale,"['2016', '2019', '2010', '2016']",F,Impiegato
"['Sistemista', 'Sistemista', 'Laurea magistrale']","['laurea', 'Astronomia e astrofisica']",Triennale,"['2010', '2013']",F,Impiegato
"['Data Scientist', 'Ph.D in Astrophysics and Cosmology', 'INAF Associate', 'Visiting Ph.D Candidate at DAWN Institute']","['Doctor of Philosophy - PhD', 'Astrophysics', 'Laurea Magistrale  LM', 'Astrofisica e Cosmologia', '110L/110', 'Laurea triennale', 'Astronomia', '102/110']",Dottorato,"['2017', '2021', '2015', '2017', '2012', '2015']",M,Impiegato
"['Docente', 'collaboratore', 'stagista']","['Master di II livello in Scienza e Tecnologia Spaziale', 'Laurea specialistica in Astrofisica e Cosmologia', 'Laurea in Astronomia']",Magistrale,"['2011', '2012']",M,Impiegato
"['MINISTERO P.I', 'Academic Administrator', 'Physicist']","['Fisica. Indirizzo di Astrofisica', 'normale, vecchio ordinamento', 'Degree in Physics', 'Fisica']",Triennale,"['1981', '1982', '1981', '1982']",M,Impiegato
"['Big Data Engineer', 'Infoedge Technology']","['Percorso formativo 24 cfu', 'laurea magistrale LM-58', 'Astrofisica e Cosmologia', '102/110', 'Laurea Triennale in Fisica L-30', 'Fisica', '97/110']",Magistrale,"['2019', '2020', '2017', '2019', '2014', '2017']",M,Quadro
['Docente di matematica e fisica'],"['Laurea Magistrale in Astrofisica e Cosmologia', 'Facoltà di Scienze Fisiche Matematiche Naturali']",Magistrale,[],F,Impiegato
"['Project Manager', 'Divulgatore scientifico', 'Impiegato', 'Borsa di studio per la ricerca']","['Laurea Specialistica', 'astrofisica e cosmologia', 'Laurea triennale', 'Astronomia', '99/110']",Magistrale,"['2004', '2008', '2001', '2004']",M,Quadro
"['Customer Service Associate', 'Servizio clienti', 'agente business partner telecom', 'Collaboratore esterno', 'Amministratore', 'Collaboratore', 'collaboratore amministrativo', 'tirocinio formativo']","['scienze politiche', 'Scienze politiche e governo', 'Laurea magistrale in scienze politiche']",Magistrale,[],M,Impiegato
"['Assistente di galleria', 'Studente tirocinante']","['Laurea magistrale', 'Arti Visive', '110 e Lode', 'Laurea triennale', 'Lettere/Studi umanistici', '105/110', 'Doppio diploma italo-francese ESABAC']",Magistrale,"['2018', '2021', '2015', '2018', '2010', '2015']",F,Impiegato
"['Webmaster intranet Coop e Project manager area IT', 'Sviluppatore per piattaforma SAP', 'Sviluppatore e responsabile supporto tecnico per l’Italia', 'Ricercatore / Programmatore', 'Collaboratore CIRFEP (Centro Interuniversitario di Ricerca in Farmacoepidemiologia)']","['Laurea in Astronomia', 'Astronomia e astrofisica']",Triennale,[],M,Impiegato
"['Personale Amministrativo', 'Team member - Didattica Humanities', 'Collaboratore editoriale', 'Segretaria', 'Docente - Italiano e Latino', 'Docente - Italiano e Latino', 'Docente - Italiano e Latino']","['Corso di Alta Formazione Post Lauream', 'Educazione estetica, Inclusione ed Innovazione Digitale per la Fruizione del Patrimonio Culturale', 'Laurea Magistrale LM15', 'Filologia Classica', '110 con Lode', 'XIV Seminario Papirologico Fiorentino presso Istituto Papirologico Vitelli', 'Laurea triennale L10', 'Lettere/Studi umanistici', '110 con Lode']",Magistrale,"['2019', '2019', '2015', '2017', '2016', '2012', '2015']",F,Impiegato
"[""Responsabile del settore Servizi di staff e supporto tecnologico d'area presso AUTC"", 'Responsabile del settore Centro Linguistico di Ateneo presso AFORM', 'Responsabile del Settore E-Learning di Ateneo', 'Responsabile programmazione didattica presso Centro Interfacoltà di Linguistica Teorica e Applicata', 'Cultore di materia: linguistica applicata', 'Responsabile progetti e-learning', 'Traduttrice libero professionista.', 'Insegnante di Inglese', 'Data operator']","['Lingue e Letterature Straniere Moderne', 'Attività formative professionalizzanti seguite in UNIBO', 'Post-lauream', 'Post-lauream', ""Formazione per concorso nazionale - Abilitazione all'insegnamento lingua e cultura inglese"", ""Master's Degree""]",Magistrale,"['1990', '1995', '2003', '2019', '2004', '2004', '2002', '2002', '2001', '2001', '2001', '2001', '1999', '1999', '1995', '1997', '1986', '1990']",F,Quadro
"['Junior sales account', 'Promoter vendite', 'Volontario Guerrilla Staff, Village e Produzione', 'Segreteria/amministrazione', 'Tirocinio curriculare']","['Laurea Magistrale  LM', 'Italianistica, Culture Letterarie Europee, Scienze Linguistiche', '1°\xa0livello - Laurea L', 'Lettere/Studi umanistici', 'Maturità classica']",Magistrale,"['2016', '2019']",F,Impiegato
"['Coordinatore dei volontari', 'Studente insegnante', 'Coordinatore eventi', 'Hostess', 'Presentatore', 'Giornalista freelance', 'Presentatore televisivo']","['Laurea Magistrale  LM', 'Lettere/Studi umanistici', '110/110 E LODE', 'Laurea triennale', 'Lettere/Studi umanistici', '110/110 E LODE']",Magistrale,"['2018', '2021', '2014', '2018']",F,Impiegato
"['Insegnante privato', 'Dottoressa in Lettere Moderne']","['Laurea Magistrale  LM', 'Lettere/Studi umanistici', 'Laurea triennale in Scienze Umanistiche', 'Lettere/Studi umanistici', '110/110 con dichiarazione di lode']",Magistrale,"['2016', '2019', '2013', '2016']",F,Impiegato
"['Coordinatore gestionale - Biblioteca Centrale del Campus di Ravenna', 'Assistente di Biblioteca']","['Perfezionamento', 'Diritto dei Beni Culturali e Ambientali', 'Laurea V.O.', 'Conservazione dei beni culturali', '110 e lode']",Triennale,"['1996', '1996', '1983', '1991']",F,Quadro
"['Docente', 'Docente', 'Docente', 'Altra formazione culturale – Operatore del centro estivo “A regola d’Arte”', 'Formazione, Istruzione - Docente', 'Organizzatore eventi', 'Orientamento formativo', 'Rappresentante degli studenti']","['Laurea Magistrale  LM in Italianistica (LM 14)', 'Lingua e letteratura italiana', '110/110', 'Laurea Triennale in Lettere e Beni culturali', 'Interclasse in Lettere e Beni culturali', '110 e Lode']",Magistrale,"['2016', '2019', '2013', '2016']",F,Impiegato
"['insegnante italiano L2', 'Professore', 'Libraio', ""Servizio civile presso Sistema Museale d'Ateneo"", 'Bibliotecaria']","['Laurea Magistrale  LM', 'Italianistica, Culture letterarie europee e Scienze linguistiche', '110/110 lode', 'Triennale in Lettere', 'Lettere/Studi umanistici', '107/110', 'Laurea Magistrale  LM  in scienze del servizio sociale', 'Sociologia e Servizio sociale']",Magistrale,"['2013', '2016', '2010', '2013', '2018']",F,Impiegato
"['Docente di lettere', 'Docente di lettere', 'Docente di lettere']","['Abilitazione all’insegnamento-SSIS', '80/80', 'Laurea specialistica in lettere classiche', '110/110 e lode', 'Laurea Magistrale  LM in Scienze Umanistiche', 'Lingue, letterature e linguistica classiche e dei classici']",Magistrale,"['2008', '2009', '2007', '2008', '2006', '2007', '2001', '2006']",F,Impiegato
"['Funzionario', 'Funzionario']","['Scienze Politiche - indirizzo giuridico amministrativo', 'Amministrazione pubblica']",Triennale,"['1985', '1996']",F,Impiegato
"['Docente di Lettere', 'Docente di Lettere', 'Docente', 'Docente', 'Docente', 'Docente', 'Docente']","['Specializzazione per le attività di sostegno didattico', ""Abilitazione all'insegnamento-Tirocinio Formativo Attivo"", 'TFA A052-Materie letterarie, latino e greco nel liceo classico', 'Laurea magistrale', 'Filologia, letteratura e tradizione classica', 'Laurea triennale', 'Lettere']",Magistrale,"['2014', '2015', '2012', '2013', '2009', '2011', '2006', '2009']",F,Impiegato
"['Componente del Gruppo di ricerca “Arte e psicologia”, Dipartimento delle Arti', 'Editor e Co-curatore', 'Redattore', 'Assistente alla didattica per la cattedra di Psicologia dell’arte, Dipartimento delle Arti', 'Autore', 'Membro', 'Membro del consiglio direttivo', 'Autore', 'Responsabile comunicazione marketing', 'Specialista della gestione dei contenuti', 'Curatore d’arte', 'Autore', 'Social media manager', 'Autore', 'Responsabile comunicazione online', 'Social media manager', 'Addetto stampa', 'Responsabile comunicazione online', 'Curatore d’arte', 'Freelance Editor', 'Curatore d’arte', 'Autore', 'Consulente', 'Autore', 'Addetto stampa', 'Curatore d’arte']","[""Laurea specialistica in Storia dell'arte contemporanea"", 'Facoltà di Lettere e Filosofia', '110 e lode']",Magistrale,[],F,Impiegato
"['Insegnante di lettere', 'Laurea Magistrale in Italianistica, Culture Letterarie Europee, Scienze Linguistiche']","['Laurea Magistrale  LM', 'Italianistica, scienze linguistiche e culture letterarie europee', 'Laurea Magistrale  LM', 'Italianistica, Culture Letterarie Europee, Scienze Linguistiche', '109', 'Laurea triennale', 'Lettere Moderne', '102']",Magistrale,"['2014', '2016', '2013', '2016', '2009', '2013']",F,Impiegato
"['Annotator in progetto di Digital Humanities', 'Tirocinante assistente insegnante', 'Tutor ambientale', 'Copywriter', 'Tirocinante in ufficio stampa']","['Laurea Magistrale  LM', 'Scienze linguistiche', '110L', 'Language and society - MASTER', 'Laurea breve in Scienze Umanistiche', 'Lettere moderne', '110L', 'Maturità scientifica', '100/100', 'corso singolo', 'Arts', 'A']",Magistrale,"['2018', '2021', '2019', '2020', '2015', '2018', '2017', '2017']",F,Impiegato
"['Docente di lettere', 'Redattrice web', 'Insegnante di lingua e letteratura italiana', 'Ricercatrice']","['Laurea Magistrale  LM', 'Italianistica', '110/110 con Lode', 'Laurea triennale', 'Lettere/Studi umanistici']",Magistrale,"['2016', '2018', '2011', '2015', '2006', '2011']",F,Impiegato
"['Insegnante di lettere', 'Formazione didattica', 'Receptionist e assistente amministrativa', 'Insegnante di latino']","['Laurea Magistrale  LM', 'Italianistica, culture letterarie europee e scienze linguistiche', '110 e lode', 'Laurea triennale', 'Lettere Moderne', 'Diploma di maturità', 'Liceo classico']",Magistrale,"['2016', '2019', '2013', '2016', '2007', '2012']",F,Impiegato
['Docente di lettere e doposcuola individuale'],"['Laurea Specialistica', 'Lettere moderne']",Magistrale,"['2003', '2009']",F,Impiegato
"['Docente di lettere - Scuola secondaria di primo grado', ""Consulente storica dell'arte"", 'Assistente area verifiche danni sisma 2012', 'Tirocinante', 'Collaboratrice', 'Tirocinante', 'Tirocinante']","['Corso di formazione permanente', 'Corso di alta formazione', 'SCUOLA DI SPECIALIZZAZIONE IN BENI STORICO ARTISTICI', '110/110 CUM LAUDE', 'CORSO DI ALTA FORMAZIONE PER ART ADVISOR', ""LAUREA SPECIALISTICA IN STORIA DELL'ARTE"", '108/110', 'LAUREA TRIENNALE IN LETTERE MODERNE']",Triennale,"['2019', '2019', '2018', '2019', '2011', '2013', '2012', '2012']",F,Impiegato
"['Docente di Lettere', 'Correttore di bozze', 'Insegnante di lettere', 'Educatore', 'Educatore']","['Laurea Magistrale  LM', 'Italianistica - Scienze linguistiche', '110/110L', 'Heritage and Memory Theory', 'Laurea triennale', 'Culture e letterature del mondo moderno', 'Diploma di maturità classica', 'Liceo classico della comunicazione', '100/100']",Magistrale,"['2016', '2019', '2016', '2016', '2012', '2015', '2006', '2011']",M,Impiegato
"['Docente di sostegno', 'Docente di Lettere', 'Educatrice', 'Docente di Lettere', 'Operatrice', 'Coordinatore', 'Erasmus-Tirocinio']","['Laurea specialistica', 'Italianistica', '110 con lode', 'Laurea triennale', 'Lettere moderne', '107/110']",Magistrale,"['2018', '2018', '2015', '2017', '2012', '2015']",M,Impiegato
"['Impiegata amministrativa fiscale', 'Operatore Fiscale', 'Impiegata amministrativa', 'Impiegata amministrativa fiscale', 'Impiegata amministrativa fiscale']","[""Scienze dell'Organizzazione"", ""Scienze dell'organizzazione"", 'Materie basate sul settore turistico ricettivo e di agenzia viaggi', 'Diploma con 92/100']",Triennale,"['2013', '2014', '1998', '2003']",F,Impiegato
"['Programme coordinator', 'Responsabile Progetti Europei', 'assistente del direttore didattico del Master MIREES']","['Laurea in Scienze Internazionali e Diplomatiche', 'Facoltà di Scienze Politiche ""R. Ruffilli""']",Triennale,"['2005', '2009', '1996', '2003']",F,Quadro
"['Assistente enologo cantina di microvinificazione', 'Cellar hand', 'Studente tirocinante', 'Tirocinio Area Commerciale']","[""Master's degree"", 'Gestione d’impresa - Food and Wine', 'Winter School Sanguis Jovis 2020', '""FRA PRODOTTO E MERCATO: i valori della marca nel Sangiovese""', 'Wine & Spirit Education Trust: Level 2']",Magistrale,"['2020', '2021', '2020', '2020', '2019', '2019']",M,Impiegato
"['Formatore', 'Responsabile della formazione']","['Scienze Politiche - Amministrativo', 'Scienze Politiche']",Triennale,"['1982', '1988']",M,Quadro
"['Giornalista', 'Social media manager']","['100/100', 'Scienze politiche, sociali e internazionali']",Triennale,"['2015', '2021']",F,Impiegato
"['Digital Marketing Manager', 'Marketing Manager', 'Social media manager e addetto stampa', 'Consulente social media', 'Tirocinante ufficio stampa Assemblea Legislativa']","['Scienze politiche', 'Mass Media e Politica', '101/110', 'Scienze Politiche', 'Sociologia', '97/110']",Triennale,"['2014', '2016', '2011', '2014']",M,Dirigente
"['Proprietario', 'Socia', 'underbuyer', 'buyer']","['Scienze Politiche', 'Scienze Politiche', 'Scienze Politiche']",Triennale,"['1987', '2003']",F,Dirigente
"['Agente in attività finanziaria', ""Agente in attivita' finanziaria"", 'Agente in attività finanziaria', 'intermediario assicurativo', 'funzionario mediatore del credito']","['Executive Master Amministrazione Finanza e controllo gestione', 'Executive Master in amministrazione finanza e controllo di gestione', 'Laurea in Scienze Politiche indirizzo Economico', 'Scienze Politiche']",Triennale,"['2005', '2006', '1997', '2004']",M,Impiegato
"['Addetto alle vendite', 'Addetto alle vendite', 'Esattore', 'Esattore', 'Impiegata']","['Scienze Politiche', 'Corso di Scienze dell’Organizzazione e dell’Amministrazione', 'in corso', 'Maturità in Scienze Sociali', '84/100']",Triennale,"['2000', '2005']",F,Impiegato
"['Ottico', 'impiegata commerciale']","['corso biennale', 'Ottica/Scienze ottiche', 'stage con progetto ""Leonardo""', 'Scienze politiche e governo', 'Scienze politiche e governo']",Triennale,"['2010', '2012', '2007', '2007', '2003', '2006']",F,Impiegato
"['Journalist', 'Journalist', 'Collaboratore', 'Collaboratore', 'Collaboratore esterno']",['Scienze Politiche'],Triennale,[],F,Impiegato
"['Partner', 'Team coordinator & Project Manager  Progetto Nocciole Italia HCO Ferrero - Gruppo Agribusiness', 'Consulente senior', 'Member of the Board & Partner Director of Advisory Area', 'Presidente', 'Direttore']",['Laurea'],Triennale,"['1976', '1982']",M,Dirigente
"['Stagista risorse umane', 'Cassiere vendite', 'Assitente alle vendite', 'Impiegata ufficio estero', 'Addetta alle vendite']","['Scienze politiche, sociali e internazionali', 'Diploma di liceo linguistico']",Triennale,"['2018', '2013', '2018']",F,Impiegato
"['Giornalista freelance', 'Giornalista', 'Senior copywriter', 'Responsabile comunicazione marketing', 'Responsabile comunicazione marketing']","['Scienze Politiche', 'Scienze Politiche indirizzo Storico-Politico', 'Master in Comunicazione e Marketing', 'Marketing e Comunicazione', 'Diploma di Maturità Classica']",Triennale,"['1987', '1991', '1997', '1998', '1982', '1987']",M,Impiegato
